time,function,request_id,ip,message
2024-05-08 19:56:05.114168,[core:error],dff426e7b659a88dcd41c181d43583a0,68.178.152.139:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.
2024-05-08 19:56:05.114446,[core:error],dff426e7b659a88dcd41c181d43583a0,68.178.152.139:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.
2024-05-08 20:03:03.002169,[-:error],de347d06c3b38a54ec6f885da7549db7,45.133.172.210:0,[client 45.133.172.210] ModSecurity: Access denied with code 406 (phase 2). Pattern match '/wp-content/uploads/$' at REQUEST_URI. [file 'remote server'] [line '-1'] [id '430061'] [msg 'Malware.Expert - Wordpress - Protect uploads diretory listing files'] [hostname 'laboratoire-orphye.org'] [uri '/wp-content/uploads/'] [unique_id 'Zju-Vs_oOhbMibDwu_sbtgAAAAA']
2024-05-08 20:03:07.147686,[-:error],239ad2b5e5248205ec960a4ac284d3b1,45.133.172.210:0,[client 45.133.172.210] ModSecurity: Access denied with code 406 (phase 2). Operator EQ matched 0 at REQUEST_HEADERS_NAMES. [file 'remote server'] [line '-1'] [id '430062'] [msg 'Malware.Expert - Wordpress - Protect uploads diretory listing files'] [hostname 'laboratoire-orphye.org'] [uri '/wp-content/uploads/ao_ccss/'] [unique_id 'Zju-WzZXCXsOiSVilo4YoQAAAYs']
2024-05-08 20:03:07.460812,[-:error],70295eb2b155d13833974bc45bc6a598,45.133.172.210:0,[client 45.133.172.210] ModSecurity: Access denied with code 406 (phase 2). Operator EQ matched 0 at REQUEST_HEADERS_NAMES. [file 'remote server'] [line '-1'] [id '430062'] [msg 'Malware.Expert - Wordpress - Protect uploads diretory listing files'] [hostname 'laboratoire-orphye.org'] [uri '/wp-content/uploads/2021/'] [unique_id 'Zju-W3AB9G2BNKSRSZdTkAAAAhY']
2024-05-08 20:03:08.369618,[-:error],c80b7b1f4f7a04f73b6a394ef427d577,45.133.172.210:0,[client 45.133.172.210] ModSecurity: Access denied with code 406 (phase 2). Pattern match '/wp-content/uploads/$' at REQUEST_URI. [file 'remote server'] [line '-1'] [id '430061'] [msg 'Malware.Expert - Wordpress - Protect uploads diretory listing files'] [hostname 'laboratoire-orphye.org'] [uri '/wordpress/wp-content/uploads/'] [unique_id 'Zju-XEbpTchLM3BpSsGvHQAAAQc']
2024-05-08 20:03:10.207960,[authz_core:error],15e67d54e4f3c6376f73577f292d6716,45.133.172.210:0,AH01630: client denied by server configuration: /var/www/laboratoire-orphye.org/cgi-bin/
2024-05-08 20:03:12.178895,[-:error],7a39aefcb1167c6b4e075d3cde623e53,45.133.172.210:0,[client 45.133.172.210] ModSecurity: Access denied with code 406 (phase 2). Operator EQ matched 0 at REQUEST_HEADERS_NAMES. [file 'remote server'] [line '-1'] [id '430062'] [msg 'Malware.Expert - Wordpress - Protect uploads diretory listing files'] [hostname 'laboratoire-orphye.org'] [uri '/wp-content/uploads/2022/'] [unique_id 'Zju-YAywnYQDZaFFS91NrAAAAkI']
2024-05-08 20:03:12.359134,[-:error],f8c6e8822646b6e06b00b581abe45de7,45.133.172.210:0,[client 45.133.172.210] ModSecurity: Access denied with code 406 (phase 2). Operator EQ matched 0 at REQUEST_HEADERS_NAMES. [file 'remote server'] [line '-1'] [id '430062'] [msg 'Malware.Expert - Wordpress - Protect uploads diretory listing files'] [hostname 'laboratoire-orphye.org'] [uri '/wp-content/uploads/2023/'] [unique_id 'Zju-YDZXCXsOiSVilo4YrwAAAZU']
2024-05-08 20:03:15.687592,[-:error],eeba0fb13de149b5c85cb1eee59ff043,45.133.172.210:0,[client 45.133.172.210] ModSecurity: Access denied with code 406 (phase 2). Pattern match '\\/wp-content\\/plugins\\/(ubh|api-wp)\\/' at REQUEST_URI. [file 'remote server'] [line '-1'] [id '570063'] [msg 'Malware.Expert - Wordpress Malware'] [hostname 'laboratoire-orphye.org'] [uri '/wp-content/plugins/ubh/'] [unique_id 'Zju-YzzSixubiwvFODdLgwAAAVc']
2024-05-08 20:03:16.852112,[-:error],d4aa8797df50923fbabebbfbf0d18848,45.133.172.210:0,[client 45.133.172.210] ModSecurity: Access denied with code 406 (phase 2). Pattern match '\\/plugins\\/(wp-systemic-user|(?i)press|wp-felody|wpputty|wpyii2|wpzip|M-Shield|kingof|WPRobot3|ai-seo-fix|apikey|blnmrpb|bqxtbuu|core-stab|cve-2023-45124|file-manager-zeroday|ioptimization|loftloader.2.4.0|ph-file-manager|phoenix_|root-file-manager|t ...' at REQUEST_URI. [file 'remote server'] [line '-1'] [id '580401'] [msg 'Malware.Expert - Wordpress - Block fake plugins'] [hostname 'laboratoire-orphye.org'] [uri '/wp-content/plugins/core-stab/'] [unique_id 'Zju-ZDZXCXsOiSVilo4YuQAAAYg']
2024-05-08 20:03:18.132659,[-:error],d5412f60191b7ddcc9c0a3013f50dd0a,45.133.172.210:0,[client 45.133.172.210] ModSecurity: Access denied with code 406 (phase 2). Operator EQ matched 0 at REQUEST_HEADERS_NAMES. [file 'remote server'] [line '-1'] [id '430062'] [msg 'Malware.Expert - Wordpress - Protect uploads diretory listing files'] [hostname 'laboratoire-orphye.org'] [uri '/wp-content/uploads/simple-file-list/'] [unique_id 'Zju-ZrqPjnSFLrSI_lVJFQAAAI4']
2024-05-08 20:03:18.643509,[-:error],eaa8d3b4265a0d090558510ee89dd7e1,45.133.172.210:0,[client 45.133.172.210] ModSecurity: Access denied with code 406 (phase 2). Pattern match '\\/plugins\\/(wp-systemic-user|(?i)press|wp-felody|wpputty|wpyii2|wpzip|M-Shield|kingof|WPRobot3|ai-seo-fix|apikey|blnmrpb|bqxtbuu|core-stab|cve-2023-45124|file-manager-zeroday|ioptimization|loftloader.2.4.0|ph-file-manager|phoenix_|root-file-manager|t ...' at REQUEST_URI. [file 'remote server'] [line '-1'] [id '580401'] [msg 'Malware.Expert - Wordpress - Block fake plugins'] [hostname 'laboratoire-orphye.org'] [uri '/wp-content/plugins/apikey/'] [unique_id 'Zju-ZkL6xmMdf4MfSZP6-wAAAcU']
2024-05-08 20:03:28.549908,[-:error],ee85978b584c3093601b67eec24f1487,45.133.172.210:0,[client 45.133.172.210] ModSecurity: Access denied with code 406 (phase 2). Operator EQ matched 0 at REQUEST_HEADERS_NAMES. [file 'remote server'] [line '-1'] [id '430062'] [msg 'Malware.Expert - Wordpress - Protect uploads diretory listing files'] [hostname 'laboratoire-orphye.org'] [uri '/wp-content/uploads/2023/10/'] [unique_id 'Zju-cHAB9G2BNKSRSZdTwwAAAhc']
2024-05-08 20:03:28.809447,[-:error],a839696925f5ec59384c32a861f60d1a,45.133.172.210:0,[client 45.133.172.210] ModSecurity: Access denied with code 406 (phase 2). Operator EQ matched 0 at REQUEST_HEADERS_NAMES. [file 'remote server'] [line '-1'] [id '430062'] [msg 'Malware.Expert - Wordpress - Protect uploads diretory listing files'] [hostname 'laboratoire-orphye.org'] [uri '/wp-content/uploads/2023/11/'] [unique_id 'Zju-cLqPjnSFLrSI_lVJLgAAAI4']
2024-05-08 20:03:29.009802,[-:error],093de5fb70f2244d7a28987410120432,45.133.172.210:0,[client 45.133.172.210] ModSecurity: Access denied with code 406 (phase 2). Operator EQ matched 0 at REQUEST_HEADERS_NAMES. [file 'remote server'] [line '-1'] [id '430062'] [msg 'Malware.Expert - Wordpress - Protect uploads diretory listing files'] [hostname 'laboratoire-orphye.org'] [uri '/wp-content/uploads/2023/12/'] [unique_id 'Zju-cUL6xmMdf4MfSZP7EwAAAcU']
2024-05-08 20:03:32.501476,[authz_core:error],ac4dc003dd1f90dfd2cd5e73650eace2,45.133.172.210:0,AH01630: client denied by server configuration: /var/www/laboratoire-orphye.org/cgi-bin/test
2024-05-08 20:03:46.417421,[-:error],f31b55effd5e39fd9eea4a2ef73efe39,45.133.172.210:0,[client 45.133.172.210] ModSecurity: Access denied with code 406 (phase 2). Operator EQ matched 0 at REQUEST_HEADERS_NAMES. [file 'remote server'] [line '-1'] [id '430062'] [msg 'Malware.Expert - Wordpress - Protect uploads diretory listing files'] [hostname 'laboratoire-orphye.org'] [uri '/wp-content/uploads/wp/'] [unique_id 'Zju-gkbpTchLM3BpSsGvfgAAAQo']
2024-05-08 20:03:49.508190,[-:error],993e45ef5fa115de76f0c96e8dc665d1,45.133.172.210:0,[client 45.133.172.210] ModSecurity: Access denied with code 406 (phase 2). Operator EQ matched 0 at REQUEST_HEADERS_NAMES. [file 'remote server'] [line '-1'] [id '430062'] [msg 'Malware.Expert - Wordpress - Protect uploads diretory listing files'] [hostname 'laboratoire-orphye.org'] [uri '/wp-content/uploads/2020/'] [unique_id 'Zju-hVwfz1jnLr2osMMpGAAAANc']
2024-05-08 20:03:50.413067,[authz_core:error],db5e11f54d6b1c55b5fe96c8ec082a01,45.133.172.210:0,AH01630: client denied by server configuration: /var/www/laboratoire-orphye.org/cgi-bin/counter_dayx
2024-05-08 20:03:51.002355,[-:error],4fa573f1c91053ebee4aa8c79273c9a2,45.133.172.210:0,[client 45.133.172.210] ModSecurity: Access denied with code 406 (phase 2). Operator EQ matched 0 at REQUEST_HEADERS_NAMES. [file 'remote server'] [line '-1'] [id '430062'] [msg 'Malware.Expert - Wordpress - Protect uploads diretory listing files'] [hostname 'laboratoire-orphye.org'] [uri '/wp-content/uploads/2013/'] [unique_id 'Zju-hnAB9G2BNKSRSZdUAQAAAgs']
2024-05-08 20:03:51.969145,[-:error],ceb6d64491cbea9c002699f59c4e972c,45.133.172.210:0,[client 45.133.172.210] ModSecurity: Access denied with code 406 (phase 2). Operator EQ matched 0 at REQUEST_HEADERS_NAMES. [file 'remote server'] [line '-1'] [id '430062'] [msg 'Malware.Expert - Wordpress - Protect uploads diretory listing files'] [hostname 'laboratoire-orphye.org'] [uri '/wp-content/uploads/2018/03/'] [unique_id 'Zju-h7qPjnSFLrSI_lVJbgAAAJQ']
2024-05-08 20:03:52.406406,[-:error],529acbce3a358acb0835c2a27710443d,45.133.172.210:0,[client 45.133.172.210] ModSecurity: Access denied with code 406 (phase 2). Operator EQ matched 0 at REQUEST_HEADERS_NAMES. [file 'remote server'] [line '-1'] [id '430062'] [msg 'Malware.Expert - Wordpress - Protect uploads diretory listing files'] [hostname 'laboratoire-orphye.org'] [uri '/wp-content/uploads/2010/'] [unique_id 'Zju-iHAB9G2BNKSRSZdUBQAAAg8']
2024-05-08 20:03:52.640500,[-:error],ac464942da86550f871635c012b9dc21,45.133.172.210:0,[client 45.133.172.210] ModSecurity: Access denied with code 406 (phase 2). Operator EQ matched 0 at REQUEST_HEADERS_NAMES. [file 'remote server'] [line '-1'] [id '430062'] [msg 'Malware.Expert - Wordpress - Protect uploads diretory listing files'] [hostname 'laboratoire-orphye.org'] [uri '/wp-content/uploads/2016/'] [unique_id 'Zju-iDzSixubiwvFODdL4wAAAVg']
2024-05-08 20:03:53.273408,[-:error],f44972df25480eef7738c8a3215e8d82,45.133.172.210:0,[client 45.133.172.210] ModSecurity: Access denied with code 406 (phase 2). Operator EQ matched 0 at REQUEST_HEADERS_NAMES. [file 'remote server'] [line '-1'] [id '430062'] [msg 'Malware.Expert - Wordpress - Protect uploads diretory listing files'] [hostname 'laboratoire-orphye.org'] [uri '/wp-content/uploads/2018/12/'] [unique_id 'Zju-iUL6xmMdf4MfSZP7VwAAAdM']
2024-05-08 21:40:26.556231,[autoindex:error],caca6d55decfcb8342d7130449d25173,164.92.195.111:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive"
2024-05-08 21:40:26.651858,[autoindex:error],bf34c2a5591576427cbb0c54e8162ddb,164.92.195.111:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive"
2024-05-10 14:33:23.882828,[-:error],0fbf9f49e022bd73bdb70befb22edbce,196.199.40.221:0,[client 196.199.40.221] ModSecurity: Access denied with code 406 (phase 1). RBL lookup of 221.40.199.196.rbl.malware.expert succeeded at REMOTE_ADDR. [file '/usr/share/modsecurity_lws/me_rbl.conf'] [line '1'] [id '400010'] [msg 'Malware host detected by rbl.malware.expert'] [hostname 'laboratoire-orphye.org'] [uri '/Contacts/'] [unique_id 'Zj4UE6nZBlEL4nfU225-IAAAAMw']
2024-05-10 14:33:24.052424,[-:error],771881d7fc89ea069bb62685980cb9a4,168.151.242.20:0,[client 168.151.242.20] ModSecurity: Access denied with code 406 (phase 1). RBL lookup of 20.242.151.168.rbl.malware.expert succeeded at REMOTE_ADDR. [file '/usr/share/modsecurity_lws/me_rbl.conf'] [line '1'] [id '400010'] [msg 'Malware host detected by rbl.malware.expert'] [hostname 'laboratoire-orphye.org'] [uri '/Contacts/'] [unique_id 'Zj4UFKnZBlEL4nfU225-IQAAANU']
2024-05-10 14:33:24.304303,[-:error],19cd57ebc756a5d4ae3314e6b5c109d8,196.242.21.241:0,[client 196.242.21.241] ModSecurity: Access denied with code 406 (phase 1). RBL lookup of 241.21.242.196.rbl.malware.expert succeeded at REMOTE_ADDR. [file '/usr/share/modsecurity_lws/me_rbl.conf'] [line '1'] [id '400010'] [msg 'Malware host detected by rbl.malware.expert'] [hostname 'laboratoire-orphye.org'] [uri '/Contacts/'] [unique_id 'Zj4UFA4rhNg-e7ZQnE043wAAAJM']
2024-05-10 14:33:24.463562,[-:error],0bd58993fdf4a0b27858a8b624710b7f,196.242.21.241:0,[client 196.242.21.241] ModSecurity: Access denied with code 406 (phase 1). RBL lookup of 241.21.242.196.rbl.malware.expert succeeded at REMOTE_ADDR. [file '/usr/share/modsecurity_lws/me_rbl.conf'] [line '1'] [id '400010'] [msg 'Malware host detected by rbl.malware.expert'] [hostname 'laboratoire-orphye.org'] [uri '/Contacts/'] [unique_id 'Zj4UFJVonyZ313HEjeSXWAAAAEY']
2024-05-10 22:06:58.308624,[autoindex:error],dc9ddfd9e344f68dcf4e745c3380d947,159.223.229.189:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive"
2024-05-10 22:06:58.395625,[autoindex:error],3a50c344e64924b360183362548540bc,159.223.229.189:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive"
2024-05-11 02:02:24.845674,[authz_core:error],bfd2edae69d218db7df0fae9c767f5aa,78.153.140.218:0,AH01630: client denied by server configuration: /var/www/laboratoire-orphye.org/htdocs/.env
